Name,Flavour,Average Ratings,Category,Chemical Type,Energize Score,THC Potency,After Effects,Chemical Compound,Compound Description
gorilla-grips,Gorilla Grips,4.375,Indica,THC Dominant,-0.994324357,comparable,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
blue-flame,Blue Flame,4.75,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
blue-train,Blue Trainwreck,4.232876712,Hybrid,THC Dominant,0.499733619,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
blackberry-diesel,Blackberry Diesel,4.136363636,Sativa,THC Dominant,0.971094614,less,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
purple-afghan-kush,Purple Afghan Kush,4.5,Indica,THC Dominant,-0.790365784,slightly less,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
double-stuffed-sorbet,Double Stuffed Sorbet,4.833333333,Hybrid,Unknown,-1.130296738,,relaxed,,
skunk-ape,Skunk Ape,4.291666667,Indica,THC Dominant,-0.746026964,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
remo-chemo,Remo Chemo,5,Hybrid,THC Dominant,-0.64468109,,relaxed,,
clementine-kush,Clementine Kush,4.322580645,Hybrid,THC Dominant,0.469378339,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
707-truthband,707 Truthband,4.5,Hybrid,THC Dominant,1.103535245,comparable,uplifted,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
lemon-jeffery,Lemon Jeffery,4.666666667,Hybrid,THC Dominant,1.504168155,,energetic,,
fruity-chronic-juice,Fruity Chronic Juice,4.369565217,Indica,THC Dominant,-0.14140669,slightly less,relaxed,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
cherry-sherbet,Cherry Sherbet,4.264705882,Hybrid,THC Dominant,-0.586407212,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lamborghini,Lamborghini,4.363636364,Hybrid,THC Dominant,-0.092612773,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
pacific-blue,Pacific Blue,4.8,Indica,THC Dominant,-0.858351975,more,relaxed,,
sour-cherry-sherbert,Sour Cherry Sherbert,4.619047619,Hybrid,THC Dominant,0.850170559,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
orange-hill-special,Orange Hill Special,4.833333333,Hybrid,THC Dominant,-0.790365784,slightly less,happy,,
martian-mean-green,Martian Mean Green,3.951807229,Hybrid,THC Dominant,0.773316604,more,uplifted,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
day-tripper,Day Tripper,3.965517241,Hybrid,THC Dominant,0.229427078,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
royal-gorilla,Royal Gorilla,3.2,Hybrid,THC Dominant,-1.810158646,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cinderellas-dream,Cinderella's Dream,4.411764706,Hybrid,THC Dominant,0.896581286,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cookies-and-cream-cheese,Cookies and Cream Cheese,4.5,Hybrid,THC Dominant,-1.810158646,comparable,sleepy,,
lemon-slush,Lemon Slush,4.5,Hybrid,THC Dominant,-1.810158646,comparable,relaxed,,
east-coast-alien,East Coast Alien,4.714285714,Sativa,THC Dominant,0.829305232,,uplifted,,
freezeland,Freezeland,3.454545455,Indica,THC Dominant,-0.790365784,much less,relaxed,,
space-cream,Space Cream,4.740740741,Hybrid,THC Dominant,0.378665057,slightly more,relaxed,,
warlock,Warlock,3.945945946,Hybrid,THC Dominant,-0.159065441,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-buddha,Purple Buddha,4.288461538,Indica,THC Dominant,-0.515183583,comparable,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
boysenberry,Boysenberry ,3.692307692,Hybrid,THC Dominant,0.909288986,comparable,energetic,Myrcene,The most common terpene found in cannabis and has an earthy scent.
blockhead,Blockhead,4.04,Hybrid,THC Dominant,-0.95138571,comparable,relaxed,,
crown-og,Crown OG,4.708333333,Indica,THC Dominant,-0.586407212,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
south-american,South American,4.071428571,Sativa,THC Dominant,0.520796467,,happy,,
blue-zombie,Blue Zombie,4.823529412,Indica,THC Dominant,-1.439324878,,hungry,,
whiteout,Whiteout,4.6,Hybrid,THC Dominant,0.456047714,much more,happy,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
jack-skellington,Jack Skellington,4.509615385,Sativa,THC Dominant,0.79274123,slightly less,creative,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cracker-jack,Cracker Jack,4.058823529,Sativa,THC Dominant,1.613431676,slightly more,energetic,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
purple-star,Purple Star,4.342857143,Indica,THC Dominant,-0.994324357,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
platinum-jelly,Platinum Jelly,5,Hybrid,THC Dominant,,less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cherry-pie-kush,Cherry Pie Kush,4.15,Hybrid,THC Dominant,0.229427078,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
jesus,Jesus,4.559322034,Hybrid,THC Dominant,0.104554482,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
training-day,Training Day,4.441176471,Indica,THC Dominant,-1.162671115,less,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
one-to-one,One to One,4.681818182,Hybrid,Balanced THC/CBD,-0.586407212,,relaxed,,
chuck-og,Chuck OG,4.75,Hybrid,THC Dominant,0.229427078,comparable,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
the-one,The One,4.815789474,Hybrid,THC Dominant,0.274751205,slightly less,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
poison-fruit,Poison Fruit,4.416666667,Hybrid,Unknown,-1.227419868,,euphoric,,
designer-og,Designer OG,5,Hybrid,THC Dominant,-0.994324357,more,sleepy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
orange-peel,Orange Peel,4.5,Indica,Unknown,0.229427078,,talkative,,
uw,UW Purple,4.30075188,Indica,THC Dominant,-1.072958987,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
hawaiian-cookies,Hawaiian Cookies,4.515151515,Hybrid,THC Dominant,0.032047814,comparable,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
doc-holliday,Doc Holliday,5,Hybrid,Unknown,0.002806442,,relaxed,,
pure-love,Pure Love,4.695652174,Indica,Unknown,-0.610402338,,relaxed,,
pink-berry,Pink Berry,4.181818182,Indica,THC Dominant,-0.178490067,comparable,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
black-haze,Black Haze,4.372093023,Hybrid,THC Dominant,0.087130399,slightly less,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
tropicana-haze,Tropicana Haze,5,,THC Dominant,0.229427078,slightly more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
banana-glue,Banana Glue,0,Hybrid,THC Dominant,,slightly more,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
juicy-jack,Juicy Jack,4.260869565,Hybrid,Unknown,0.666481161,,uplifted,,
wedding-mints-13,Wedding Mints #13,0,,THC Dominant,,comparable,,Linalool,Floral terpene that is also found in lavender and commonly believed to promote relaxation.
crescendo-11,Crescendo #11,4.5,,Unknown,0.229427078,,relaxed,,
blue-nina,Blue Nina,4.5,Hybrid,THC Dominant,0.909288986,more,euphoric,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
limon,Limon,4.827586207,Sativa,THC Dominant,0.80051108,much more,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
galactica-og,Galactica OG,4.857142857,Indica,THC Dominant,-0.677055466,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
grape-gorilla-glue,Grape Gorilla Glue,4,,THC Dominant,-1.810158646,slightly more,sleepy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
sequoia-strawberry,Sequoia Strawberry,4.533333333,Sativa,THC Dominant,1.156511497,slightly more,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
nypd,NYPD,4.220338983,Sativa,THC Dominant,0.637344222,slightly less,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
crater-lake,Crater Lake,4.694444444,Hybrid,THC Dominant,0.727992477,slightly more,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
green-wildfire,Green Wildfire,4.6,,THC Dominant,-0.64468109,comparable,happy,,
cadillac-purple,Cadillac Purple,4.19047619,Indica,THC Dominant,-1.104148203,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
killer-grape,Killer Grape,4.631578947,Hybrid,THC Dominant,-0.025521138,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-animal-cookies,Purple Animal Cookies,4.428571429,Hybrid,THC Dominant,-0.677055466,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
animal-gas,Animal Gas,4.857142857,Hybrid,THC Dominant,0.229427078,slightly more,euphoric,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
lucy,Lucy,4.421052632,Hybrid,Balanced THC/CBD,-0.586407212,much less,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
eran-almog,Eran Almog,4.41025641,Indica,THC Dominant,-0.8503536,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
the-cough,The Cough,4.322580645,Sativa,THC Dominant,1.3822364,more,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
frozen-grapes,Frozen Grapes,4.375,Hybrid,THC Dominant,-1.810158646,more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sour-bobby,Sour Bobby,4.4,Hybrid,Unknown,-0.061942311,,uplifted,,
coffee-ice-cream,Coffee Ice Cream,4.888888889,Hybrid,Unknown,-1.810158646,,relaxed,,
chocolate-skunk,Chocolate Skunk,4.545454545,Sativa,THC Dominant,2,,happy,,
grape-hi-chew,Grape Hi-Chew,4,,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
hashberry,Hashberry,4.25,Indica,THC Dominant,-0.542843245,much less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
hippie-chicken,Hippie Chicken,4.35,Sativa,THC Dominant,0.909288986,slightly more,euphoric,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
alpha-og,Alpha OG,4.617021277,Hybrid,THC Dominant,-0.620400307,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
super-sour-lemon,Super Sour Lemon,5,Hybrid,THC Dominant,0.637344222,,happy,,
woody-kush,Woody OG,4.208333333,Indica,THC Dominant,-1.218020855,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
jabberwocky,Jabberwocky,4.625,Hybrid,Unknown,,,,,
white-girl,White Girl,4.666666667,Hybrid,THC Dominant,1.249219939,less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lemon-walker-og,Lemon Walker OG,4.421052632,Hybrid,THC Dominant,0.607128138,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
northern-wreck,Northern Wreck,4.741176471,Indica,THC Dominant,-0.515806168,much more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
iron-triangle,Iron Triangle,4.32,Hybrid,THC Dominant,-0.697657342,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
gravity,Gravity,4.066666667,Indica,Unknown,-0.299354406,,euphoric,,
highwayman,Highwayman,3.857142857,Hybrid,THC Dominant,0.58935397,,uplifted,,
zkittlez-mints,Zkittlez Mints,4,,THC Dominant,-1.810158646,more,talkative,Myrcene,The most common terpene found in cannabis and has an earthy scent.
dark-side-of-the-moon,Dark Side of the Moon,4.586206897,Indica,THC Dominant,-1.06849111,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
dough-lato,Dough Lato,5,Hybrid,THC Dominant,-1.810158646,comparable,relaxed,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
sophie-s-breath,Sophie's Breath,4.333333333,,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cambodian,Cambodian,4.0625,Sativa,THC Dominant,0.229427078,,uplifted,,
black-roses,Black Roses,4.666666667,Indica,THC Dominant,-0.45043483,more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lemon-butter,Lemon Butter,5,,THC Dominant,,comparable,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
og-1-kenobi,OG 1 Kenobi,4.529411765,Indica,THC Dominant,-1.300262215,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
acid,Acid,4.512820513,Hybrid,THC Dominant,0.909288986,slightly less,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gluechee,GlueChee,4.166666667,Hybrid,THC Dominant,,slightly more,euphoric,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
shiatsu-kush,Shiatsu Kush,4.344262295,Hybrid,THC Dominant,-0.777457014,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
snow-leopard,Snow Leopard,4.528301887,Indica,THC Dominant,-0.623490589,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
citral-skunk,Citral Skunk,4.3,Hybrid,THC Dominant,1.249219939,comparable,uplifted,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
headband-cookies-bx1,Headband Cookies Bx1,5,Hybrid,Unknown,0.229427078,,relaxed,,
flavor-crystals,Flavor Crystals,4.333333333,Hybrid,THC Dominant,,comparable,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sundae-sunset,Sundae Sunset,4.833333333,Hybrid,Unknown,,,,,
bedica,Bedica,4.277777778,Indica,THC Dominant,-0.620400307,slightly more,relaxed,,
black-label-kush,Black Label Kush,4.125,Indica,THC Dominant,-0.923382244,slightly more,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
space-face,Space Face,4.75,Indica,THC Dominant,-1.810158646,less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
medicine-man,Medicine Man,4.341269841,Hybrid,THC Dominant,-0.30086521,comparable,relaxed,Ocimene,"Sweet, floral terpene that is commonly used in perfumes."
spritzer,Spritzer,4.5,Hybrid,THC Dominant,0.456047714,comparable,uplifted,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
guava-biscotti,Guava Biscotti,0,Hybrid,Unknown,,,,,
tigers-blood,Tigers Blood,5,Indica,THC Dominant,,comparable,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
bay-dream,Bay Dream,4.284313725,Sativa,THC Dominant,0.526866662,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
garlic-sherbet,Garlic Sherbet,4.833333333,,THC Dominant,-0.45043483,more,relaxed,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
confucius-kush,Confucius Kush,4.666666667,,THC Dominant,,much more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
quebec-gold,Quebec Gold,4.470588235,Hybrid,THC Dominant,-0.307306008,,relaxed,,
tahoe-hydro-og,Tahoe Hydro OG,4.857142857,Hybrid,THC Dominant,-0.110503876,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
double-dutch,Double Dutch,4.19047619,Hybrid,THC Dominant,-0.280469353,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sour-91-pie,Sour 91 Pie,4.666666667,,Unknown,,,euphoric,,
four-way,Four Way,4.555555556,Indica,THC Dominant,0.229427078,,uplifted,,
caramelicious,Caramelicious,4.178082192,Hybrid,THC Dominant,0.293164132,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
